 batch,IMC_val,history_count,variance,stdv,rel_err,batch_time
758,  1.2500958E+01,1776794,  2.5411816E-06,  1.5941084E-03,  2.2679766E+01,  8.1460001E-03
759,  1.2499412E+01,1794561,  2.5160274E-06,  1.5861991E-03,  2.2676838E+01,  8.4040000E-03
760,  1.2498923E+01,1812506,  2.4911203E-06,  1.5783283E-03,  2.2675911E+01,  8.3309999E-03
761,  1.2498272E+01,1830631,  2.4664576E-06,  1.5704960E-03,  2.2674680E+01,  8.6400001E-03
762,  1.2508459E+01,1848937,  2.4421148E-06,  1.5627267E-03,  2.2693974E+01,  8.4970000E-03
763,  1.2508825E+01,1867426,  2.4180169E-06,  1.5549974E-03,  2.2694669E+01,  8.7420000E-03
764,  1.2498166E+01,1886100,  2.3940778E-06,  1.5472808E-03,  2.2674478E+01,  8.6769999E-03
765,  1.2491076E+01,1904961,  2.3703897E-06,  1.5396070E-03,  2.2661047E+01,  8.9199999E-03
766,  1.2509946E+01,1924010,  2.3470147E-06,  1.5319970E-03,  2.2696791E+01,  8.8559999E-03
767,  1.2500204E+01,1943250,  2.3237839E-06,  1.5243962E-03,  2.2678338E+01,  9.0890001E-03
768,  1.2509672E+01,1962682,  2.3008642E-06,  1.5168600E-03,  2.2696272E+01,  9.0600001E-03
769,  1.2501389E+01,1982308,  2.2780960E-06,  1.5093363E-03,  2.2680582E+01,  9.2680000E-03
770,  1.2499453E+01,2002131,  2.2555448E-06,  1.5018471E-03,  2.2676916E+01,  9.3220000E-03
771,  1.2499726E+01,2022152,  2.2332179E-06,  1.4943955E-03,  2.2677433E+01,  9.3910000E-03
772,  1.2496440E+01,2042373,  2.2111074E-06,  1.4869793E-03,  2.2671209E+01,  9.5420000E-03
773,  1.2505873E+01,2062796,  2.1892578E-06,  1.4796141E-03,  2.2689076E+01,  9.4999999E-03
774,  1.2500693E+01,2083424,  2.1675900E-06,  1.4722737E-03,  2.2679265E+01,  9.7670001E-03
775,  1.2506090E+01,2104258,  2.1461717E-06,  1.4649818E-03,  2.2689487E+01,  9.6940000E-03
776,  1.2490001E+01,2125300,  2.1249436E-06,  1.4577186E-03,  2.2659011E+01,  9.9230001E-03
777,  1.2503712E+01,2146553,  2.1039280E-06,  1.4504923E-03,  2.2684984E+01,  9.9809999E-03
778,  1.2498823E+01,2168018,  2.0830998E-06,  1.4432948E-03,  2.2675723E+01,  1.0012000E-02
779,  1.2504604E+01,2189698,  2.0625043E-06,  1.4361422E-03,  2.2686673E+01,  1.0236000E-02
780,  1.2508385E+01,2211595,  2.0421458E-06,  1.4290367E-03,  2.2693834E+01,  1.0197000E-02
781,  1.2500000E+01,2233711,  2.0219316E-06,  1.4219464E-03,  2.2677953E+01,  1.0398000E-02
782,  1.2502284E+01,2256048,  2.0019266E-06,  1.4148946E-03,  2.2682279E+01,  1.0520000E-02
783,  1.2488122E+01,2278608,  1.9821379E-06,  1.4078842E-03,  2.2655452E+01,  1.0482000E-02
784,  1.2497643E+01,2301394,  1.9625132E-06,  1.4008973E-03,  2.2673488E+01,  1.0771000E-02
785,  1.2500038E+01,2324408,  1.9430873E-06,  1.3939467E-03,  2.2678025E+01,  1.0760000E-02
786,  1.2500954E+01,2347652,  1.9238567E-06,  1.3870316E-03,  2.2679759E+01,  1.0826000E-02
787,  1.2498552E+01,2371128,  1.9048106E-06,  1.3801488E-03,  2.2675209E+01,  1.1069000E-02
788,  1.2491454E+01,2394839,  1.8859626E-06,  1.3733035E-03,  2.2661764E+01,  1.1124000E-02
789,  1.2499563E+01,2418787,  1.8672935E-06,  1.3664895E-03,  2.2677124E+01,  1.1144000E-02
790,  1.2498681E+01,2442974,  1.8488078E-06,  1.3597087E-03,  2.2675453E+01,  1.1397000E-02
791,  1.2509475E+01,2467403,  1.8305698E-06,  1.3529855E-03,  2.2695901E+01,  1.1497000E-02
792,  1.2505767E+01,2492077,  1.8124785E-06,  1.3462832E-03,  2.2688875E+01,  1.1473000E-02
793,  1.2496513E+01,2516997,  1.7945337E-06,  1.3396021E-03,  2.2671348E+01,  1.1706000E-02
794,  1.2506555E+01,2542167,  1.7768043E-06,  1.3329682E-03,  2.2690368E+01,  1.1800000E-02
795,  1.2509425E+01,2567588,  1.7592757E-06,  1.3263769E-03,  2.2695805E+01,  1.1826000E-02
796,  1.2496477E+01,2593263,  1.7418577E-06,  1.3197946E-03,  2.2671278E+01,  1.2043000E-02
797,  1.2499656E+01,2619195,  1.7246153E-06,  1.3132461E-03,  2.2677300E+01,  1.2208000E-02
798,  1.2502902E+01,2645387,  1.7075543E-06,  1.3067342E-03,  2.2683449E+01,  1.2307000E-02
799,  1.2504183E+01,2671840,  1.6906692E-06,  1.3002573E-03,  2.2685876E+01,  1.2331000E-02
800,  1.2507271E+01,2698558,  1.6739712E-06,  1.2938204E-03,  2.2691724E+01,  1.2631000E-02
